GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
6,-0.00010000000009036114,-5.613287612504791e-13,9.999999956278316e-05,0.0,0.0,0.0,-27.966999999999405,-11.554399999996008,2.842170943040401e-14,-2.5153212845907547e-12,20.37070000000044,-3.3072868800000075,-39.52139999999535,17.063413120000575,-22.457986879993868
7,-1.9539925233402755e-13,5.400124791776761e-13,-1.0658141036401503e-13,0.0,0.0,0.0,-23.38169999999953,-22.44930000000278,-3.3928415632544784e-13,-2.5437429940211587e-12,22.937300000000036,-3.5325871199999996,-45.83099999999838,19.40471288000055,-26.426287119998747
8,9.999999998555609e-05,-4.618527782440651e-13,2.6290081223123707e-13,0.0,0.0,0.0,-20.871999999999886,-17.617599999999413,-1.3145040611561853e-13,1.1652900866465643e-12,21.717599999999898,-3.560129999999991,-38.489499999995076,18.157470000000103,-20.332029999995882
9,0.00010000000006371579,4.263256414560601e-13,2.6290081223123707e-13,0.0,0.0,0.0,-25.050199999999595,-15.158300000000182,3.552713678800501e-15,0.00010000000152388111,21.621300000000687,-3.081135599999996,-40.208299999994324,18.54016440000089,-21.668135599993434
10,-0.00010000000008147936,9.999999976884055e-05,4.192202140984591e-13,0.0,0.0,0.0,-0.002700000000201541,0.7905999999990456,9.999999991805453e-05,7.105427357601002e-13,-0.7898000000000351,1.687538997430238e-14,0.7879999999959466,-0.7898000000002448,-0.0018000000015732098
11,7.105427357601002e-14,2.1316282072803006e-14,-8.526512829121202e-14,0.0,0.0,0.0,-0.014999999999487201,1.6326999999983798,-8.881784197001252e-14,2.0747847884194925e-12,-1.6202999999998013,-8.881784197001252e-15,1.6176999999992887,-1.620300000000178,-0.002600000001798719
12,-3.019806626980426e-14,-4.973799150320701e-13,0.0,0.0,0.0,0.0,-0.0026999999996419888,0.25300000000174805,9.947598300641403e-14,-1.9610979506978765e-12,-0.25300000000041933,9.769962616701378e-15,0.2502999999986031,-0.25300000000052236,-0.0027000000001038416
13,-9.999999997312159e-05,-5.329070518200751e-13,-4.263256414560601e-14,0.0,0.0,0.0,-0.0026999999993115864,-0.11429999999927531,-8.526512829121202e-14,1.1937117960769683e-12,0.11430000000075324,2.6645352591003757e-15,-0.11710000000074672,0.11430000000132523,-0.002800000000334535
14,-9.999999991272546e-05,-0.0001000000006641244,0.00010000000002463594,0.0,0.0,0.0,-14.220900000000409,-16.487799999997918,-2.877698079828406e-13,-1.0658141036401503e-12,22.66939999999937,-2.0553544800000205,-30.708800000005226,20.614045519999607,-10.094754480007438
15,-8.704148513061227e-14,2.4158453015843406e-13,-4.405364961712621e-13,0.0,0.0,0.0,-24.557800000000228,-10.082300000000785,9.769962616701378e-14,9.947598300641403e-13,25.338799999999736,-3.4157844000000006,-34.640099999993154,21.92301560000002,-12.717084399995862
16,-2.0605739337042905e-13,6.394884621840902e-14,-9.999999988963282e-05,0.0,0.0,0.0,-34.603099999999884,-20.025399999993255,-1.4033219031261979e-13,-2.0889956431346945e-12,31.687599999999676,-4.376350799999997,-54.628600000000176,27.311249199999736,-27.31735080000044
17,-1.3145040611561853e-13,0.0,5.684341886080802e-14,0.0,0.0,0.0,-36.76010000000066,-9.183500000000748,-1.8829382497642655e-13,1.1368683772161603e-13,24.559199999999468,-4.689511200000024,-45.94360000000633,19.86968880000027,-26.073911200006975
18,-0.00010000000002285958,2.0605739337042905e-13,7.389644451905042e-13,0.0,0.0,0.0,-17.464600000000445,1.9381999999986022,2.4868995751603507e-13,-2.6716406864579767e-12,7.2949000000002115,-2.3120971199999767,-15.52650000000176,4.982802880000548,-10.543697120000303
19,-1.2434497875801753e-14,7.105427357601002e-14,9.999999966225914e-05,0.0,0.0,0.0,-27.314900000000474,-11.088599999998337,1.4033219031261979e-13,-3.410605131648481e-13,27.62610000000008,-3.7003600800000003,-38.40340000000157,23.925739920000336,-14.477660080002146
20,-9.99999999891088e-05,-9.999999971910256e-05,1.7053025658242404e-13,0.0,0.0,0.0,-28.29579999999962,-13.479999999993083,8.881784197001252e-15,-5.968558980384842e-13,29.199200000000623,-3.6793540799999978,-41.77599999999579,25.51984592000128,-16.25615407999542
21,6.927791673660977e-14,-2.7000623958883807e-13,-0.00010000000008858478,0.0,0.0,0.0,-24.977600000000066,-43.231400000003816,-0.00010000000030530032,2.7000623958883807e-13,45.33969999999996,-3.684689999999976,-68.20920000000693,41.655009999999216,-26.554190000005896
22,1.0480505352461478e-13,-1.7763568394002505e-13,-3.055333763768431e-13,0.0,0.0,0.0,-31.38080000000012,-13.402399999998678,-6.927791673660977e-14,-1.8474111129762605e-13,22.459900000000026,-4.077551520000017,-44.78319999999488,18.382348479999813,-26.400851519993246
23,3.197442310920451e-14,0.00010000000023069333,-9.999999966225914e-05,0.0,0.0,0.0,-26.50280000000008,-9.334300000006237,2.6645352591003757e-14,6.536993168992922e-13,18.975799999999687,-3.75584832,-35.83710000000367,15.219951679999888,-20.617148320001974
24,4.440892098500626e-14,-4.476419235288631e-13,2.2737367544323206e-13,0.0,0.0,0.0,-25.660700000000737,3.1595999999999833,-8.881784197001252e-14,2.0605739337042905e-12,7.715399999999512,-3.3964235999999826,-22.501099999998715,4.318976399999528,-18.182123599999187
25,-2.3092638912203256e-14,9.99999993638312e-05,9.999999971910256e-05,0.0,0.0,0.0,-24.391500000000285,-0.059499999996148745,-7.638334409421077e-14,2.6574298317427747e-12,9.138799999999335,-3.110661360000024,-24.450799999995468,6.028138639999057,-18.4226613599955
26,0.0,-0.00010000000003884679,-1.4210854715202004e-14,0.0,0.0,0.0,-27.710699999999704,-2.7668999999970936,-0.00010000000037635459,-1.9753088054130785e-12,13.050399999999513,-3.300241680000025,-30.477800000000087,9.750158319999574,-20.727641680001426
27,-9.592326932761353e-14,6.536993168992922e-13,-9.999999980436769e-05,0.0,0.0,0.0,-29.67319999999998,2.122799999998705,-2.717825964282383e-13,6.252776074688882e-13,11.094099999999685,-3.8761149600000087,-27.550500000006764,7.2179850399997605,-20.332514960006094
28,1.3500311979441904e-13,-8.526512829121202e-14,-1.1368683772161603e-13,0.0,0.0,0.0,-26.658200000000214,-7.148999999999859,-1.6342482922482304e-13,2.5579538487363607e-13,15.213299999999279,-3.2031432000000093,-33.807200000000734,12.010156799999155,-21.797043200001575
29,6.750155989720952e-14,9.999999974041884e-05,3.055333763768431e-13,0.0,0.0,0.0,-18.947300000000347,-0.24540000000018836,-1.936228954946273e-13,5.684341886080802e-14,10.875400000000823,-2.467378080000019,-19.19259999999555,8.408021920001175,-10.784578079995285
30,-8.171241461241152e-14,-6.394884621840902e-13,9.999999990384367e-05,0.0,0.0,0.0,-29.882200000000584,3.455799999999101,-2.1316282072803006e-14,-1.0231815394945443e-12,10.351700000000555,-4.087972079999981,-26.426300000000396,6.263727920000576,-20.162572079998
31,3.552713678800501e-14,-1.7053025658242404e-13,6.536993168992922e-13,0.0,0.0,0.0,-28.68190000000011,-5.072900000000942,-9.999999999621423e-05,-9.999999859644504e-05,15.830300000000008,-3.4160320799999937,-33.75499999999823,12.414267920000384,-21.34073207999967
32,1.0658141036401503e-14,-1.2079226507921703e-13,-9.999999969778628e-05,0.0,0.0,0.0,-26.603300000000345,-14.900999999997197,1.0835776720341528e-13,1.0516032489249483e-12,23.18880000000057,-4.0223606399999685,-41.50439999999527,19.166439360000858,-22.337960639994414
33,-6.039613253960852e-14,-1.7053025658242404e-13,2.3447910280083306e-13,0.0,0.0,0.0,-27.155199999999695,-16.757799999993438,-6.572520305780927e-14,5.115907697472721e-13,25.521700000000244,-3.742571520000011,-43.912999999988145,21.77912848000023,-22.133871519986094
34,-9.947598300641403e-14,0.00010000000044385615,3.623767952376511e-13,0.0,0.0,0.0,-24.295500000000253,-1.938400000002673,1.7763568394002505e-13,-2.8421709430404007e-13,10.668400000000766,-3.1870368000000022,-26.23379999999983,7.481363200000565,-18.752436799999266
35,1.8829382497642655e-13,2.842170943040401e-14,-4.618527782440651e-13,0.0,0.0,0.0,-26.753900000000222,9.754899999995786,-3.552713678800501e-15,-1.2789769243681803e-13,-1.2022999999993473,-3.3574636799999986,-16.99900000000504,-4.559763679999037,-21.558763680002258
36,7.815970093361102e-14,-0.0001000000002235879,-2.1316282072803006e-13,0.0,0.0,0.0,-22.086999999999897,-0.3482000000045673,9.999999992515995e-05,-5.400124791776761e-13,10.944200000000166,-2.6538199200000028,-22.435200000008848,8.290380080000077,-14.14481992001059
37,-0.00010000000003884679,9.999999996068709e-05,-1.2079226507921703e-13,0.0,0.0,0.0,-29.37109999999973,0.7282000000007258,-4.618527782440651e-14,-0.00010000000061438641,9.631799999999522,-4.063841279999996,-28.642999999994856,5.567958720000011,-23.07504127999485
38,-1.8474111129762605e-13,-3.623767952376511e-13,2.8421709430404007e-13,0.0,0.0,0.0,-28.845599999999827,-1.2899000000033425,3.019806626980426e-13,-4.831690603168681e-13,10.978200000000314,-3.7998453600000026,-30.13550000001179,7.178354640000482,-22.9571453600104
39,1.687538997430238e-13,-9.999999990384367e-05,9.947598300641403e-14,0.0,0.0,0.0,-25.62100000000052,1.2061000000025217,-1.7763568394002505e-13,2.1316282072803006e-12,8.185199999999647,-3.0787430400000355,-24.414999999994308,5.106456959999356,-19.30854303999495
40,9.999999992515995e-05,4.050093593832571e-13,-0.00010000000064280812,0.0,0.0,0.0,-25.387799999999814,-18.341500000000593,-2.717825964282383e-13,2.5153212845907547e-12,26.552499999999924,-3.3403946400000004,-43.72929999999529,23.212105360000066,-20.517194639997044
41,-1.3855583347321954e-13,-5.542233338928781e-13,-2.3447910280083306e-13,0.0,0.0,0.0,-16.13190000000006,-11.329099999996401,-9.999999986298747e-05,1.0800249583553523e-12,16.54769999999985,-1.9676109600000053,-27.461099999996634,14.580089040000558,-12.881010959995166
42,-1.2789769243681803e-13,0.00010000000072096782,-0.00010000000035859102,0.0,0.0,0.0,-20.628799999999742,0.2093000000036369,-3.552713678800501e-14,-1.4210854715202004e-13,7.0414999999994805,-2.910340800000032,-20.419499999997868,4.1311591999995585,-16.28834079999831
43,1.4033219031261979e-13,3.979039320256561e-13,-1.4210854715202004e-13,0.0,0.0,0.0,-32.19389999999935,-2.513999999998873,-3.9968028886505635e-13,1.0800249583553523e-12,14.707300000000359,-4.008121920000005,-34.70789999999988,10.699178080000042,-24.008721920000752
44,-1.4210854715202004e-14,5.684341886080802e-14,3.836930773104541e-13,0.0,0.0,0.0,-32.63520000000081,-7.983600000004088,9.999999986831654e-05,3.339550858072471e-12,21.57949999999967,-3.574335599999994,-40.61869999999922,18.00516439999939,-22.613535599998926


POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,1962.38,4860.7902,7787.8203,0.0,0.0,0.0,-4988.3401,-43570.0722,2195.1547,24472.7939,-4808.3929,4572.678,-2401.7526,-7279.473200000004,-2637.4674999999997,-9916.940700000003
1,2022.0838,4767.1537,7812.0696,0.0,0.0,0.0,-4929.9847,-43482.8705,2215.9924,24320.7373,-4814.5655,4599.8231,-2439.7796,-7274.8184,-2654.522,-9929.340400000001
2,1916.4673,4880.3143,7815.8902,0.0,0.0,0.0,-4843.969,-43590.0009,2236.2031,24374.7694,-4809.7211,4636.1867,-2505.7597,-7210.3256,-2679.2940999999996,-9889.6197
3,1954.7164,4814.7741,7837.3862,0.0,0.0,0.0,-4885.6776,-43367.6295,2212.6239,24345.8246,-4935.8594,4643.019,-2509.9995,-7087.981899999999,-2802.8399,-9890.8218
4,1876.2208,4959.2086,7801.0928,0.0,0.0,0.0,-4915.8457,-43460.5628,2233.0849,24387.7385,-4916.8298,4611.3426,-2475.5685,-7119.062899999997,-2781.0557000000003,-9900.118599999996
5,1965.9193,4949.7503,7778.6496,0.0,0.0,0.0,-4925.5587,-43378.7112,2243.0618,24319.114,-4905.3629,4594.1389,-2457.7558,-7047.7749,-2768.9798,-9816.754700000001
6,1983.6215,4880.8375,7841.3219,0.0,0.0,0.0,-4849.1284,-43382.2673,2196.154,24277.2168,-4844.6018,4633.6588,-2485.8196,-7052.243999999999,-2696.7626,-9749.006599999999
7,1995.0412,4956.1531,7852.0919,0.0,0.0,0.0,-4953.4784,-43396.3974,2228.4653,24223.3906,-4714.527,4593.3357,-2450.3791,-7094.733700000001,-2571.5704000000005,-9666.304100000001
8,1960.6365,4897.3893,7791.8414,0.0,0.0,0.0,-4914.8672,-43463.046,2184.1564,24316.8165,-4834.3263,4607.4445,-2487.5221,-7227.073100000001,-2714.4039000000002,-9941.477000000003
9,1981.0367,4979.4412,7782.2411,0.0,0.0,0.0,-4928.5876,-43152.9714,2242.0018,24171.1709,-4921.9582,4613.4169,-2466.0809,-6925.667299999997,-2774.6222,-9700.289499999999
10,1999.7844,4955.6974,7770.93,0.0,0.0,0.0,-4885.24,-43287.6657,2199.5546,24224.149,-4824.1448,4654.8882,-2517.1112,-7022.790300000001,-2686.3677999999995,-9709.1581
11,1945.2806,4962.0123,7834.8453,0.0,0.0,0.0,-4984.9734,-43261.3094,2233.0385,24274.4248,-4866.8866,4603.3952,-2464.6175,-6996.6813,-2728.1088999999997,-9724.7902
12,1924.6941,4929.5827,7785.7907,0.0,0.0,0.0,-4864.486,-43445.9107,2224.9406,24323.4682,-4803.7613,4630.6112,-2499.2517,-7121.920399999999,-2672.4017999999996,-9794.322199999999
13,1958.6594,5023.8119,7723.3948,0.0,0.0,0.0,-4898.824,-43470.4226,2176.6665,24317.3682,-4761.3037,4646.284,-2503.5803,-7169.345799999999,-2618.600000000001,-9787.9458
14,2011.703,4874.5524,7866.2056,0.0,0.0,0.0,-4917.908,-43457.4499,2209.1319,24291.5825,-4782.2633,4619.0633,-2475.1534,-7122.182499999999,-2638.3534,-9760.535899999999
15,1975.1118,4865.8729,7842.8204,0.0,0.0,0.0,-4949.2715,-43492.782,2167.7323,24377.8249,-4833.6747,4581.0507,-2435.4987,-7212.6911999999975,-2688.1227,-9900.813899999997
16,1973.4642,4919.7874,7790.6835,0.0,0.0,0.0,-4978.6849,-43347.1908,2194.3306,24315.1514,-4916.1742,4596.7944,-2429.99,-7132.458600000002,-2749.3698000000004,-9881.828400000002
17,1978.7894,4909.2836,7821.8209,0.0,0.0,0.0,-4967.515,-43758.8091,2201.4766,24392.4075,-4665.1045,4576.113,-2424.088,-7422.5461,-2513.0795000000003,-9935.625600000001
18,1996.729,4905.2787,7786.8941,0.0,0.0,0.0,-4966.2394,-43581.1577,2197.1833,24332.2322,-4703.0654,4592.8348,-2452.3732,-7329.079800000003,-2562.603800000001,-9891.683600000004
19,1982.1603,4929.4948,7760.096,0.0,0.0,0.0,-5018.5357,-43433.6931,2190.2292,24347.1112,-4773.7834,4580.6821,-2423.7809,-7243.137299999995,-2616.8822000000005,-9860.019499999995
20,1885.8785,4904.4516,7780.527,0.0,0.0,0.0,-4945.195,-43691.5203,2210.1887,24539.7173,-4760.8954,4595.3296,-2416.1198,-7315.952199999996,-2581.6856000000002,-9897.637799999997
21,1981.7464,4937.1016,7822.7899,0.0,0.0,0.0,-4971.3074,-43782.2831,2206.8801,24433.2885,-4599.8483,4578.2771,-2412.8876,-7371.784000000007,-2434.4587999999994,-9806.242800000007
22,2000.3918,4928.0831,7817.1415,0.0,0.0,0.0,-4932.926,-43523.8015,2202.3166,24270.2331,-4778.7967,4581.131,-2438.3904,-7238.561400000002,-2636.0561,-9874.6175
23,1980.8468,4891.5087,7837.5217,0.0,0.0,0.0,-4976.3565,-43566.8501,2258.6257,24384.0325,-4693.0749,4569.5311,-2406.691,-7190.671200000001,-2530.2347999999993,-9720.905999999999
24,2030.3462,4884.9238,7778.6296,0.0,0.0,0.0,-4948.0474,-43583.4269,2231.6594,24333.3823,-4692.9061,4588.0106,-2427.666,-7272.532999999996,-2532.5615000000007,-9805.094499999996
25,1886.4089,4984.1334,7807.0796,0.0,0.0,0.0,-4971.6763,-43560.7224,2210.3907,24369.7514,-4699.2688,4596.9597,-2437.7788,-7274.634699999999,-2540.0878999999995,-9814.722599999997
26,1948.5494,4952.325,7757.1601,0.0,0.0,0.0,-5042.6664,-43582.3477,2219.1132,24443.7633,-4793.7396,4589.6029,-2440.714,-7304.1031,-2644.8507,-9948.953800000001
27,1977.6028,5054.5847,7858.5432,0.0,0.0,0.0,-4954.063,-43642.2662,2193.4943,24304.273,-4680.5005,4583.1958,-2429.7811,-7207.8312000000005,-2527.0858,-9734.917000000001
28,1986.2559,4793.0143,7790.6941,0.0,0.0,0.0,-4955.9296,-43136.4731,2202.9419,24325.6829,-5057.5422,4617.8868,-2472.4577,-6993.813600000001,-2912.1130999999996,-9905.9267
29,2007.4561,4874.9135,7740.4539,0.0,0.0,0.0,-4948.6844,-43607.619,2196.078,24348.586,-4653.778,4590.3589,-2442.5702,-7388.815899999998,-2505.9893,-9894.805199999999
30,1961.2711,4928.4746,7846.8852,0.0,0.0,0.0,-5001.9912,-43533.8643,2221.251,24380.9794,-4749.8329,4566.011,-2414.0064,-7196.994200000001,-2597.8283,-9794.822500000002
31,1983.1457,4867.3993,7820.153,0.0,0.0,0.0,-4978.0445,-43355.8721,2219.5549,24425.6181,-4981.0696,4584.9913,-2422.821,-7018.045600000001,-2818.8993,-9836.9449
32,1953.1906,4932.3318,7799.7797,0.0,0.0,0.0,-4974.8446,-43294.9381,2256.6671,24375.1303,-4993.8242,4576.3682,-2417.4687,-6952.683199999996,-2834.9247,-9787.607899999995
33,1993.3431,4834.8502,7809.1804,0.0,0.0,0.0,-4936.9846,-43309.7389,2200.9745,24373.5332,-4937.6462,4590.9307,-2445.3118,-7034.842099999994,-2792.0273,-9826.869399999994
34,1976.0519,4872.0191,7779.9784,0.0,0.0,0.0,-4937.2967,-43510.9683,2240.4726,24382.9458,-4779.1029,4597.4559,-2452.1333,-7196.797199999994,-2633.7803,-9830.577499999994
35,2028.9616,4893.7927,7799.4284,0.0,0.0,0.0,-4940.7451,-43236.5342,2255.1427,24123.379,-4814.2317,4595.358,-2435.3748,-7076.574900000003,-2654.2485,-9730.823400000003
36,1940.1331,4843.4456,7836.3728,0.0,0.0,0.0,-4950.256,-43513.8225,2231.594,24380.4175,-4812.0778,4574.894,-2428.959,-7232.115500000007,-2666.1427999999996,-9898.258300000005
37,1941.3473,4892.009,7769.9675,0.0,0.0,0.0,-4948.3241,-43366.0745,2217.4932,24326.7264,-4880.7145,4591.6866,-2451.373,-7166.855200000002,-2740.4009,-9907.256100000002
38,1984.0937,4951.9549,7765.4069,0.0,0.0,0.0,-4872.6104,-43410.891,2240.5765,24412.9027,-4968.1437,4606.6271,-2454.1813,-6928.566700000007,-2815.6979,-9744.264600000008
39,1954.9145,4948.4937,7815.9697,0.0,0.0,0.0,-4935.8166,-43498.9245,2224.1243,24419.9425,-4896.2997,4627.351,-2495.5858,-7071.296399999999,-2764.5344999999998,-9835.830899999999
40,2000.1704,4918.7281,7873.0682,0.0,0.0,0.0,-4981.847,-43664.3706,2166.7045,24371.4926,-4755.3184,4582.6572,-2439.368,-7316.053799999998,-2612.0292000000004,-9928.082999999999
41,1991.359,4910.4931,7777.4582,0.0,0.0,0.0,-4957.384,-43513.5154,2233.9993,24470.6495,-4950.5306,4606.8444,-2461.8125,-7086.940299999998,-2805.4987,-9892.438999999998
42,1983.2676,4828.6737,7796.579,0.0,0.0,0.0,-4918.7791,-43826.7391,2230.0937,24449.8059,-4663.7082,4602.5967,-2468.7346,-7457.0983000000015,-2529.8460999999998,-9986.944400000002
43,1988.2236,4800.5915,7793.6321,0.0,0.0,0.0,-4907.2107,-43712.7918,2249.7299,24522.9072,-4793.4802,4592.8065,-2446.9965,-7264.9182,-2647.6702000000005,-9912.5884
44,1971.1289,4950.7362,7822.4619,0.0,0.0,0.0,-4956.4521,-43639.8234,2207.2608,24325.9648,-4630.7474,4588.554,-2429.698,-7318.722899999997,-2471.8914,-9790.614299999997

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,1941.6721,4810.4846,7734.9626,0.0,0.0,0.0,-4945.5205,-43422.9961,2181.3951,24379.2901,-4794.6602,4537.5854,-2392.6245,-7320.712099999997,-2649.6993,-9970.411399999997
1,1997.5757,4717.738,7760.1692,0.0,0.0,0.0,-4889.2364,-43348.9135,2202.5097,24236.3832,-4794.6686,4563.5823,-2431.357,-7323.774100000002,-2662.4433,-9986.217400000003
2,1904.7771,4829.4188,7765.7357,0.0,0.0,0.0,-4815.725,-43448.2088,2221.7848,24284.6774,-4790.718,4590.6849,-2480.4129,-7257.540000000001,-2680.4459999999995,-9937.986
3,1937.2434,4762.5787,7783.7725,0.0,0.0,0.0,-4875.5042,-43231.4614,2199.4392,24256.9644,-4901.992,4580.1435,-2456.3455,-7166.967399999998,-2778.194,-9945.161399999997
4,1854.7347,4896.9226,7745.7795,0.0,0.0,0.0,-4891.9866,-43338.5724,2218.8609,24300.0833,-4881.7389,4566.4693,-2448.1787,-7214.178,-2763.4483000000005,-9977.6263
5,1946.3518,4893.771,7720.9199,0.0,0.0,0.0,-4878.8904,-43236.583,2227.8505,24234.3248,-4906.6822,4561.4277,-2456.0538,-7092.255399999998,-2801.3083,-9893.563699999997
6,1970.1456,4825.9983,7785.2785,0.0,0.0,0.0,-4809.9956,-43232.6816,2181.7927,24185.0845,-4824.5785,4592.2442,-2467.8992,-7094.377600000003,-2700.2334999999994,-9794.611100000002
7,1977.6147,4883.5719,7790.7183,0.0,0.0,0.0,-4919.2691,-43225.5516,2216.0192,24124.3388,-4703.9531,4552.6487,-2433.2399,-7152.557800000002,-2584.5443,-9737.102100000002
8,1943.1609,4853.113,7737.4919,0.0,0.0,0.0,-4882.9999,-43308.3435,2169.1749,24222.659,-4815.6177,4566.6442,-2469.9264,-7265.743700000006,-2718.8999,-9984.643600000005
9,1961.7779,4925.8659,7725.3925,0.0,0.0,0.0,-4892.7128,-43019.1062,2227.3116,24093.2938,-4904.5449,4569.6587,-2446.6263,-6978.177300000003,-2781.5125,-9759.689800000004
10,1979.3982,4904.2789,7718.2967,0.0,0.0,0.0,-4874.4283,-43151.0825,2186.1675,24136.7687,-4792.5368,4593.1325,-2463.8569,-7100.6007999999965,-2663.2612000000004,-9763.861999999997
11,1925.0644,4911.8729,7779.5234,0.0,0.0,0.0,-4972.4152,-43132.2533,2221.9992,24191.2682,-4830.3194,4542.1875,-2412.3332,-7074.9403999999995,-2700.4651000000003,-9775.4055
12,1914.6342,4864.4539,7729.9175,0.0,0.0,0.0,-4854.5199,-43312.8585,2212.0977,24236.3028,-4768.568,4568.1892,-2445.245,-7209.972299999998,-2645.6238000000003,-9855.596099999997
13,1943.2673,4970.8306,7665.6066,0.0,0.0,0.0,-4884.8747,-43324.119,2163.0312,24220.3141,-4732.1545,4585.8371,-2453.0977,-7245.943899999998,-2599.4150999999997,-9845.358999999999
14,1997.274,4823.5271,7809.5635,0.0,0.0,0.0,-4886.1551,-43305.9959,2193.0918,24199.2377,-4768.4246,4575.2578,-2454.3251,-7169.456899999994,-2647.4919,-9816.948799999995
15,1964.8062,4817.4101,7788.6565,0.0,0.0,0.0,-4909.6918,-43354.7996,2154.297,24292.5254,-4819.9776,4544.8619,-2425.3513,-7246.796200000004,-2700.467,-9947.263200000005
16,1962.3257,4860.7496,7733.0526,0.0,0.0,0.0,-4928.3203,-43189.6096,2181.2612,24218.2599,-4918.9853,4564.6313,-2430.2921,-7162.280900000002,-2784.6461000000004,-9946.927000000001
17,1961.1684,4863.1577,7764.5983,0.0,0.0,0.0,-4916.1653,-43606.7786,2188.9994,24302.523,-4664.3179,4545.0367,-2425.0727,-7442.497099999993,-2544.3539000000005,-9986.850999999993
18,1982.7896,4854.2143,7730.9985,0.0,0.0,0.0,-4935.2158,-43450.6759,2179.8102,24242.881,-4676.2409,4548.7978,-2431.1401,-7395.198100000001,-2558.5831999999996,-9953.781300000002
19,1967.1367,4874.64,7703.9905,0.0,0.0,0.0,-4983.5548,-43280.8477,2175.1428,24254.445,-4768.1331,4542.3529,-2415.8373,-7289.047499999993,-2641.6175000000003,-9930.664999999994
20,1871.0751,4839.7752,7725.4217,0.0,0.0,0.0,-4906.8674,-43547.4846,2194.4333,24459.4595,-4746.4573,4555.668,-2399.4936,-7364.1872,-2590.2829,-9954.4701
21,1968.4224,4872.7681,7771.0341,0.0,0.0,0.0,-4933.1401,-43618.0465,2194.0374,24356.1854,-4606.8511,4541.1717,-2400.7433,-7388.7392,-2466.4227,-9855.1619
22,1989.2337,4871.3786,7763.2037,0.0,0.0,0.0,-4891.412,-43382.8098,2187.3906,24185.7822,-4761.2452,4548.2781,-2428.322,-7277.233000000007,-2641.2891,-9918.52210000001
23,1956.5462,4838.3656,7781.812,0.0,0.0,0.0,-4940.1838,-43439.4909,2246.297,24294.6918,-4663.7901,4530.342,-2391.083,-7261.962099999997,-2524.5311000000006,-9786.493199999997
24,2018.4596,4828.3885,7727.0517,0.0,0.0,0.0,-4910.9679,-43446.725,2217.496,24239.9829,-4666.3052,4551.458,-2416.1682,-7326.314199999997,-2531.0154,-9857.329599999997
25,1873.6579,4928.3383,7754.0042,0.0,0.0,0.0,-4938.8749,-43424.1128,2196.0009,24279.1062,-4670.8176,4557.4115,-2419.7557,-7331.880200000003,-2533.1618000000003,-9865.042000000003
26,1924.4253,4897.0984,7701.6691,0.0,0.0,0.0,-5005.4759,-43450.328,2207.5963,24363.6123,-4772.8446,4552.3274,-2427.7225,-7361.4025,-2648.2397,-10009.6422
27,1962.3968,5005.2449,7808.7333,0.0,0.0,0.0,-4912.3247,-43504.5848,2181.1934,24213.6967,-4656.2694,4549.0293,-2419.1688,-7245.644399999994,-2526.4089,-9772.053299999994
28,1972.6885,4733.0656,7741.9518,0.0,0.0,0.0,-4914.9214,-42995.1148,2188.0744,24239.5834,-5035.9331,4579.5907,-2455.1596,-7034.672500000001,-2911.5020000000004,-9946.174500000001
29,1990.7263,4818.3853,7689.2649,0.0,0.0,0.0,-4916.3461,-43475.4413,2180.6035,24259.1161,-4622.1504,4548.1458,-2419.423,-7453.691300000002,-2493.4276,-9947.118900000001
30,1942.2128,4863.6858,7794.8839,0.0,0.0,0.0,-4956.9428,-43406.8171,2206.2328,24296.113,-4720.9647,4532.3312,-2403.8281,-7260.631600000001,-2592.461600000001,-9853.093200000001
31,1962.8433,4806.7564,7769.3105,0.0,0.0,0.0,-4939.477,-43216.4067,2203.458,24337.3791,-4963.306,4548.4434,-2410.6192,-7076.136400000003,-2825.4817999999996,-9901.618200000004
32,1937.1209,4877.8449,7746.4675,0.0,0.0,0.0,-4933.7545,-43142.368,2244.038,24287.7912,-4981.4093,4543.4208,-2409.3719,-6982.860000000001,-2847.3604000000005,-9830.2204
33,1976.3492,4770.1394,7757.2873,0.0,0.0,0.0,-4899.5468,-43157.6122,2188.3592,24287.7753,-4935.4318,4555.7341,-2434.8748,-7077.248600000006,-2814.5725000000007,-9891.821100000006
34,1958.441,4812.6803,7726.065,0.0,0.0,0.0,-4899.9517,-43393.5623,2228.1753,24313.5633,-4752.2596,4559.5094,-2436.6084,-7254.589099999994,-2629.3586000000005,-9883.947699999995
35,2007.7993,4846.8372,7746.6512,0.0,0.0,0.0,-4903.0449,-43116.06,2240.0195,24039.8332,-4777.1731,4558.7203,-2422.2894,-7137.964499999998,-2640.7422,-9778.706699999999
