#Frame    NC1[native] NC1[nonnative] NC1[mindist] NC1[maxdist]
     159            1             40       2.8338      65.5925
     160            6             59       2.7054      63.8604
     161            4             63       2.9050      64.6288
     162            2             79       2.7374      63.3839
     163            7             57       2.7439      63.6900
     164            2             55       3.1217      66.1695
     165            1             38       3.4403      65.9548
     166            6             45       3.2180      65.6957
     167            3             64       2.8149      64.5860
     168            1             41       2.9211      64.1964
     169            2             58       3.1400      65.2522
     170            3             48       2.7988      64.8234
     171            4             29       3.5119      64.8112
     172            0             71       3.2602      63.0837
     173            3             62       3.1485      61.8488
     174            2             76       3.2106      64.2633
     175            2             48       3.1322      65.1284
     176            2             53       3.4311      63.8705
     177            1             53       2.8815      62.3520
     178            2             60       3.2636      65.0216
     179            1             82       3.0337      64.8507
     180            3             81       2.7416      64.5202
     181            6             38       3.1212      66.6080
     182            4             73       3.2895      67.2496
     183            2             59       3.3559      65.0715
     184            2             64       3.2739      66.8672
     185            3             91       3.1377      66.0729
     186            2             71       3.4837      64.7534
     187            2             57       3.2795      63.0332
     188            3             74       3.2323      63.2220
     189            2             78       3.1020      64.1555
     190            2             73       2.9610      64.5396
     191            2             44       3.2980      65.1940
     192            2             62       3.4384      65.5639
     193            1             85       3.0901      64.5356
     194            2             47       3.3961      63.0435
     195            1             70       2.7886      64.5727
     196            2             68       3.2031      65.4152
     197            3             75       2.9355      64.4046
     198            5             57       2.9650      66.8003
     199            3             66       3.4318      67.2763
     200            0             33       3.4494      67.5071
     201            2             23       3.1984      67.5569
     202            3             48       3.1089      66.2053
     203            5             58       3.0563      68.0829
     204            0             49       3.1745      67.8164
     205            4             42       3.4427      69.5970
     206            1             62       2.9108      67.6356
     207            1             42       3.0778      67.0978
     208            2             42       3.0006      68.0357
     209            2             38       2.8840      69.6910
     210            1             36       2.7013      68.5570
     211            2             51       2.7336      68.4840
     212            2             42       3.1760      69.0944
     213            0              6       3.4638      69.6043
     214            6             48       2.6395      65.4755
     215            2             52       3.1801      66.3004
     216            3             18       3.3446      64.8460
     217            0             16       2.9191      69.9062
     218            2             39       2.7850      68.0543
     219            0             43       2.7821      66.4278
     220            0             27       3.0535      69.7997
     221            0             33       2.7250      67.5461
     222            0             19       3.6733      71.1131
     223            2             33       2.7498      70.8132
     224            2             12       3.3545      72.6155
     225            0              1       4.4435      71.8610
     226            0             38       3.0265      71.9501
     227            2             28       3.2138      66.0059
     228            1             46       2.8123      69.8454
     229            0             31       3.1073      64.9648
     230            2             40       2.8874      63.8522
     231            0             14       3.1111      69.4237
     232            2             42       3.3801      69.3662
     233            0             50       2.8283      66.5086
     234            0              8       4.0007      70.5772
     235            0             18       3.6557      69.9853
     236            0             22       3.3420      65.5144
     237            0             26       3.3821      66.7474
     238            0             15       3.4056      68.1355
     239            0              0       5.7192      76.9204
     240            0              0      16.5230      86.1772
     241            0              0       6.9662      83.4064
     242            0              0       6.9768      82.6355
     243            0              0       5.5830      84.5203
     244            0              0      10.1060      86.1297
     245            0              0      13.7299      84.9030
     246            0              0       8.2083      77.6236
     247            0              0       6.7275      76.4757
     248            0              0       9.3467      83.0327
     249            0              0      19.4470      90.0961
     250            0              0      15.7573      93.1096
     251            0              0      12.8762      88.6760
     252            0              0      14.4663      93.2496
     253            0              0      11.8041      88.7743
     254            0              0      13.1227      89.9222
     255            0              0      13.1868      94.6829
     256            0              0      15.7203      91.2834
     257            0              0       9.3056      90.3365
     258            0              0      11.7145      87.2716
     259            0              0      16.7961      98.5768
     260            0              0      11.4836      95.4100
     261            0              0       9.2829      91.5985
     262            0              0       7.0370      88.0746
     263            0             16       3.5289      82.0497
     264            0              5       3.7801      78.9520
     265            0              5       3.5554      81.6575
     266            0             24       3.3274      83.1021
     267            0             10       3.0907      84.6980
     268            0             24       2.8085      86.2379
     269            0             17       3.1272      84.0374
     270            0             17       2.8426      87.6381
     271            0             22       2.7492      86.6549
     272            0             30       2.7809      82.2779
     273            0             41       2.9174      85.3612
     274            0             40       2.6998      82.5609
     275            0             22       3.3854      83.7515
     276            0              0       8.6824      90.9819
     277            0              0      21.6292     101.2131
     278            0              0      18.1770     100.9134
     279            0              0      23.5920     106.4414
     280            0              0      26.8419     111.4768
     281            0              0      18.1014     106.7193
     282            0              0      20.4945     107.9707
     283            0              0      28.2919     113.4136
     284            0              0      22.3069     106.5973
     285            0              0      28.3873     106.3084
     286            0              0      29.3430     103.7668
     287            0              0      31.9807     107.8622
     288            0              0      35.4849     110.3261
     289            0              0      37.9338     114.4620
     290            0              0      51.1834     133.8688
     291            0              0      33.3780     117.2230
     292            0              0      47.4217     124.9814
     293            0              0      51.2624     125.3312
     294            0              0      55.0480     131.0683
     295            0              0      54.0977     132.1904
     296            0              0      48.3737     128.6610
     297            0              0      49.2325     123.8269
     298            0              0      32.4037     113.3786
     299            0              0      29.8878     105.0347
     300            0              0      35.1491     111.6798
     301            0              0      31.7447     111.0927
     302            0              0      33.0484     108.4489
     303            0              0      31.2898     109.7265
     304            0              0      42.4911     117.8472
     305            0              0      48.2497     124.8765
     306            0              0      50.5378     129.5577
     307            0              0      40.4693     126.3692
     308            0              0      37.6471     118.4603
     309            0              0      33.1460     120.5111
     310            0              0      21.4621     106.3752
     311            0              0      19.8701     105.3105
     312            0              0      23.8729     105.1635
     313            0              0      26.1841     111.9029
     314            0              0      31.0610     106.2106
     315            0              0      21.4439     104.2452
     316            0              0      20.0974     100.3084
     317            0              0      10.6152      95.8877
     318            0              0      19.6369      99.8855
     319            0              0      21.5341     100.9189
     320            0              0      23.9410     103.9671
     321            0              0      25.7344     106.1446
     322            0              0      21.7335     103.4953
     323            0              0      20.1207      97.5150
     324            0              0      13.5635      92.6209
     325            0              0      14.0592     101.2865
     326            0              0      19.2970     109.4107
     327            0              0      28.0794     115.4925
     328            0              0      36.4564     125.3297
     329            0              0      39.0494     124.9932
     330            0              0      46.7390     131.8555
     331            0              0      48.2783     129.4588
     332            0              0      41.1473     127.9584
     333            0              0      36.7028     122.4452
     334            0              0      32.4859     116.6760
     335            0              0      31.9819     117.9388
     336            0              0      35.6509     119.7310
     337            0              0      31.7007     120.0907
     338            0              0      41.1538     122.7505
     339            0              0      44.1283     124.9062
     340            0              0      47.4326     126.2726
     341            0              0      46.5539     129.5157
     342            0              0      45.8936     131.8181
     343            0              0      36.8220     121.4304
     344            0              0      40.0755     123.5907
     345            0              0      47.1346     129.1762
     346            0              0      43.6246     127.1457
     347            0              0      33.7922     118.4008
     348            0              0      32.0735     120.7206
     349            0              0      30.1278     116.8014
     350            0              0      25.6078     109.5749
     351            0              0      34.0404     118.0997
     352            0              0      31.7215     111.9316
     353            0              0      37.1699     119.1471
     354            0              0      35.1208     120.9190
     355            0              0      33.9131     116.6464
     356            0              0      41.2298     126.0143
     357            0              0      53.0348     136.9996
     358            0              0      51.4684     130.2242
     359            0              0      53.4777     132.2411
     360            0              0      52.4710     137.1161
     361            0              0      57.3387     140.0623
     362            0              0      57.4440     140.5732
     363            0              0      57.6365     137.9860
     364            0              0      60.8297     138.1423
     365            0              0      57.9755     138.5118
     366            0              0      52.5338     131.2866
     367            0              0      54.3178     135.7872
     368            0              0      44.7431     125.4053
     369            0              0      48.4009     132.6305
     370            0              0      48.8550     132.7772
     371            0              0      49.8018     135.1014
     372            0              0      57.0910     139.4354
     373            0              0      67.6589     150.1366
     374            0              0      69.3955     155.3628
     375            0              0      66.4342     150.6469
     376            0              0      66.9628     151.7199
     377            0              0      65.1627     146.3083
     378            0              0      70.2648     151.8330
     379            0              0      67.5266     152.2797
     380            0              0      72.3848     156.2504
     381            0              0      68.2564     154.2593
     382            0              0      68.5537     154.9884
     383            0              0      70.5629     158.1509
     384            0              0      64.1489     149.0413
     385            0              0      57.5648     140.9713
     386            0              0      61.5507     144.4192
     387            0              0      63.6333     149.6577
     388            0              0      74.4220     158.1639
     389            0              0      77.0281     162.0364
     390            0              0      81.6316     170.6914
     391            0              0      78.1286     164.9996
     392            0              0      86.9172     172.2370
     393            0              0      91.0652     171.0946
     394            0              0      92.4825     178.8281
     395            0              0      92.1858     176.9032
     396            0              0      93.3988     176.9508
     397            0              0      87.4753     171.0840
     398            0              0      87.0946     170.0596
     399            0              0      85.4437     171.4681
     400            0              0      88.4489     174.2755
     401            0              0      82.5007     171.5310
     402            0              0      81.4386     170.0589
     403            0              0      76.4681     165.5668
     404            0              0      81.9158     171.0242
     405            0              0      81.0708     171.7117
     406            0              0      84.2831     168.8428
     407            0              0      80.0937     165.6430
     408            0              0      77.5758     162.1791
     409            0              0      75.1626     160.3268
     410            0              0      65.3094     148.2376
     411            0              0      61.8094     149.0718
     412            0              0      62.1316     145.8448
     413            0              0      65.1118     155.5962
     414            0              0      64.8355     155.4225
     415            0              0      65.5393     153.9963
     416            0              0      66.0345     155.0076
     417            0              0      65.6101     151.9766
     418            0              0      65.4566     154.5540
     419            0              0      66.8170     154.8025
     420            0              0      67.4981     154.1213
     421            0              0      68.6915     154.8291
     422            0              0      65.5542     158.5155
     423            0              0      66.2507     156.8943
     424            0              0      63.9498     150.9963
     425            0              0      59.8530     149.2338
     426            0              0      60.2365     152.1339
     427            0              0      60.5101     150.9319
     428            0              0      62.3076     150.1857
     429            0              0      59.4652     151.8191
     430            0              0      58.1928     150.4921
     431            0              0      58.9162     152.0943
     432            0              0      63.4188     151.2618
     433            0              0      61.8513     149.3034
     434            0              0      62.9162     151.0570
     435            0              0      61.5856     154.9536
     436            0              0      61.3851     152.6179
     437            0              0      60.9277     152.3919
     438            0              0      57.4397     147.9970
     439            0              0      59.7108     150.6611
     440            0              0      58.3018     151.0366
     441            0              0      57.1029     150.6275
     442            0              0      57.3719     149.1471
     443            0              0      56.4696     147.7125
     444            0              0      55.1147     145.2576
     445            0              0      60.4593     151.8152
     446            0              0      55.6360     148.6629
     447            0              0      53.5145     142.8933
     448            0              0      53.3098     144.5144
     449            0              0      58.1763     147.6752
     450            0              0      58.1522     146.4796
     451            0              0      55.7870     144.3558
     452            0              0      54.9682     145.9670
     453            0              0      55.6341     145.8540
     454            0              0      55.7863     145.2952
     455            0              0      55.9483     144.2533
     456            0              0      55.9046     143.7426
     457            0              0      57.8111     141.0652
     458            0              0      54.5895     143.4360
     459            0              0      52.3940     140.6800
     460            0              0      54.4109     141.7652
     461            0              0      53.1568     139.5113
     462            0              0      55.0904     142.8465
     463            0              0      56.6180     145.9266
     464            0              0      54.9422     146.0149
     465            0              0      54.2749     146.0576
     466            0              0      53.4510     144.3688
     467            0              0      53.6873     145.8556
     468            0              0      54.7190     147.6277
     469            0              0      56.0383     146.3348
     470            0              0      52.7102     145.5037
     471            0              0      53.4894     144.2497
     472            0              0      53.1053     144.2856
     473            0              0      53.2799     143.5065
     474            0              0      53.1698     142.0831
     475            0              0      51.6094     144.8456
     476            0              0      51.6325     144.4570
     477            0              0      51.1788     143.7267
     478            0              0      53.1392     145.4559
     479            0              0      57.9482     149.9936
     480            0              0      56.9945     150.8407
     481            0              0      57.6170     151.6714
     482            0              0      54.4332     145.1216
     483            0              0      58.3150     145.0032
     484            0              0      57.5037     143.2381
     485            0              0      55.5567     139.7755
     486            0              0      63.6823     138.4591
     487            0              0      60.3912     137.6884
     488            0              0      60.1983     138.4365
     489            0              0      66.5398     137.1747
     490            0              0      61.1991     135.2248
     491            0              0      59.2812     141.6886
     492            0              0      59.5526     142.4419
     493            0              0      58.7728     142.1069
     494            0              0      63.6047     138.3798
     495            0              0      65.7855     138.2528
     496            0              0      62.4383     137.6320
     497            0              0      64.7301     140.0000
     498            0              0      65.1900     140.3918
     499            0              0      61.5128     134.5656
     500            0              0      62.0457     136.2574
     501            0              0      59.4027     140.0210
     502            0              0      58.8583     140.4498
     503            0              0      59.5473     143.7555
     504            0              0      58.5140     143.4971
     505            0              0      59.6210     143.8378
     506            0              0      56.8734     145.4639
     507            0              0      60.1604     145.6023
     508            0              0      59.5176     146.7790
     509            0              0      57.0909     145.1539
     510            0              0      55.0511     143.8922
     511            0              0      57.6684     145.8369
     512            0              0      56.4350     146.5752
     513            0              0      55.7135     148.0282
     514            0              0      59.9742     151.6738
     515            0              0      58.5453     151.5845
     516            0              0      50.4534     145.7927
     517            0              0      49.6279     148.8702
     518            0              0      52.2285     147.6793
     519            0              0      50.1393     147.8725
     520            0              0      48.3768     145.3280
     521            0              0      46.8651     145.2750
     522            0              0      46.1648     145.2042
     523            0              0      48.8739     144.8857
     524            0              0      49.8961     144.5366
     525            0              0      51.0167     146.0838
     526            0              0      50.6968     146.2988
     527            0              0      48.0569     144.8553
     528            0              0      48.7199     143.9181
     529            0              0      48.2197     142.9364
     530            0              0      48.7524     142.7222
     531            0              0      50.2945     143.0454
     532            0              0      50.4033     144.1009
     533            0              0      50.2016     142.9974
     534            0              0      51.1713     142.5597
     535            0              0      50.8473     144.9408
     536            0              0      53.6888     144.8489
     537            0              0      56.2058     144.9099
     538            0              0      56.1689     145.9956
     539            0              0      57.1200     144.8898
     540            0              0      50.2791     145.7660
     541            0              0      54.0236     144.0915
     542            0              0      53.9215     142.3026
     543            0              0      56.1958     144.4438
     544            0              0      52.4839     143.0028
     545            0              0      54.1146     143.1684
     546            0              0      55.1656     144.3978
     547            0              0      55.9393     143.0344
     548            0              0      57.4617     146.4998
     549            0              0      55.6235     142.4131
     550            0              0      54.8560     142.0703
     551            0              0      56.8607     146.7688
     552            0              0      55.5006     145.1780
     553            0              0      50.7053     142.4726
     554            0              0      48.9439     145.9614
     555            0              0      50.0419     145.5157
     556            0              0      53.9954     143.1584
     557            0              0      52.4625     142.1629
     558            0              0      50.6386     142.7322
     559            0              0      51.1859     143.0013
     560            0              0      49.6313     143.2330
     561            0              0      51.7636     140.4611
     562            0              0      49.7055     141.8983
     563            0              0      49.5590     140.2036
     564            0              0      51.2601     138.6705
     565            0              0      50.4534     137.4433
     566            0              0      50.3321     140.7615
     567            0              0      49.1667     139.9267
     568            0              0      49.1445     142.9409
     569            0              0      49.2779     141.2508
     570            0              0      50.2985     144.1948
     571            0              0      50.2405     144.6801
     572            0              0      49.5974     145.4507
     573            0              0      50.7014     146.0040
     574            0              0      46.2752     146.9911
     575            0              0      48.7052     146.5829
     576            0              0      47.0856     143.8462
     577            0              0      48.5574     145.3536
     578            0              0      48.2073     145.7523
     579            0              0      48.3454     146.6453
     580            0              0      48.8892     146.0635
     581            0              0      48.8898     145.7899
     582            0              0      53.9248     147.1234
     583            0              0      52.5554     146.8475
     584            0              0      55.4146     146.9479
     585            0              0      52.7043     145.6915
     586            0              0      50.6399     144.0179
     587            0              0      53.5721     146.6436
     588            0              0      52.1833     146.3894
     589            0              0      54.1869     146.7862
     590            0              0      56.5471     148.3096
     591            0              0      54.5691     148.1599
     592            0              0      56.4485     147.0386
     593            0              0      50.9287     147.9131
     594            0              0      52.2486     147.5623
     595            0              0      48.5873     145.7848
     596            0              0      47.8483     145.9003
     597            0              0      46.5464     143.6651
     598            0              0      49.1671     144.6426
     599            0              0      49.4514     143.8288
     600            0              0      51.9868     144.4637
     601            0              0      52.2125     145.3887
     602            0              0      50.3092     143.9048
     603            0              0      51.1183     145.4799
     604            0              0      55.6476     147.0285
     605            0              0      54.6059     144.3422
     606            0              0      51.4524     146.2375
     607            0              0      51.2297     145.0777
     608            0              0      54.3729     145.3334
     609            0              0      52.5374     147.7037
     610            0              0      53.1376     146.8712
     611            0              0      53.6650     147.6544
     612            0              0      56.0570     149.0693
     613            0              0      57.2869     148.5732
     614            0              0      54.9105     148.3613
     615            0              0      56.8116     147.5558
     616            0              0      57.0863     147.6054
     617            0              0      53.9665     146.4194
     618            0              0      58.2841     147.5378
     619            0              0      67.0569     150.8281
     620            0              0      66.5901     149.0971
     621            0              0      64.4755     151.0773
     622            0              0      64.7412     149.2672
     623            0              0      64.9179     151.3223
     624            0              0      59.2112     147.8454
     625            0              0      59.6599     144.1654
     626            0              0      59.8646     144.9818
     627            0              0      60.4396     146.1766
     628            0              0      55.8392     146.9628
     629            0              0      53.9121     146.2503
     630            0              0      50.4185     146.0933
     631            0              0      51.1745     145.7438
     632            0              0      56.3285     146.6101
     633            0              0      51.7379     145.8511
     634            0              0      48.4764     145.3363
     635            0              0      48.6195     144.7347
     636            0              0      50.3379     144.2986
     637            0              0      50.8931     143.3002
     638            0              0      48.7436     140.7929
     639            0              0      49.1388     141.0868
     640            0              0      50.4143     141.4980
     641            0              0      49.3207     142.1350
     642            0              0      48.6484     144.5485
     643            0              0      49.6668     145.5169
     644            0              0      49.8999     143.4571
     645            0              0      49.1101     145.8594
     646            0              0      49.8328     145.7176
     647            0              0      49.6157     147.3247
     648            0              0      52.2317     148.2834
     649            0              0      52.9860     148.6917
     650            0              0      53.5463     147.9622
     651            0              0      53.6300     150.6534
     652            0              0      53.5316     148.8652
     653            0              0      52.6617     148.1579
     654            0              0      58.2120     148.4295
     655            0              0      53.8527     147.9656
     656            0              0      59.2359     150.3125
     657            0              0      63.2165     149.6862
     658            0              0      70.1979     156.3133
     659            0              0      75.3690     156.8562
     660            0              0      70.6774     153.5110
     661            0              0      67.7192     154.6840
     662            0              0      74.0752     156.4583
     663            0              0      66.6185     152.2881
     664            0              0      68.9778     153.9082
     665            0              0      69.8247     154.0927
     666            0              0      73.6350     158.3443
     667            0              0      67.1502     154.7102
     668            0              0      73.8983     154.3671
     669            0              0      66.1917     152.0432
     670            0              0      68.6218     151.5168
     671            0              0      66.2303     153.6596
     672            0              0      65.1091     152.1970
     673            0              0      65.0718     151.8544
     674            0              0      58.8041     150.3311
     675            0              0      65.3762     151.0939
     676            0              0      60.8784     149.3906
     677            0              0      63.1274     150.8642
     678            0              0      64.1654     151.1005
     679            0              0      64.9713     150.1186
     680            0              0      63.5571     151.0753
     681            0              0      65.0341     151.2624
     682            0              0      65.4689     151.5915
     683            0              0      67.4289     154.3911
     684            0              0      77.6394     159.9124
     685            0              0      77.1471     158.7769
     686            0              0      77.8523     156.9861
     687            0              0      75.1617     156.2808
     688            0              0      73.7234     154.2504
     689            0              0      73.3250     155.8356
     690            0              0      75.7747     154.7257
     691            0              0      75.6733     157.1312
     692            0              0      79.0191     159.3560
     693            0              0      79.9432     158.3598
     694            0              0      71.1063     156.1193
     695            0              0      74.9595     154.6926
     696            0              0      72.3990     153.7346
     697            0              0      77.9140     155.6863
     698            0              0      79.4535     155.4655
     699            0              0      79.0569     155.3721
     700            0              0      81.4958     156.7773
     701            0              0      85.1298     159.1703
     702            0              0      84.7102     158.0508
     703            0              0      89.2594     161.0087
     704            0              0      87.6053     157.3999
     705            0              0      88.5187     158.7665
     706            0              0      91.2726     163.0548
     707            0              0      89.0964     159.8915
     708            0              0      93.0738     164.0366
     709            0              0      97.7594     166.0178
     710            0              0      97.1268     169.4854
     711            0              0      94.6251     163.1136
     712            0              0      96.6380     167.2399
     713            0              0      98.3782     166.9289
     714            0              0      99.2263     168.4100
     715            0              0     101.5384     169.8596
